customer_id,tenure,contract,customer_satisfaction,num_complaints,num_service_calls,late_payments,monthlycharges,num_services,has_tech_support,churn_probability,predicted_churn,risk_level,contract_display,has_tech_support_label
CUST0000987268,31,month_to_month,3.0,2.0,2,1,79.12,1,0,0.844925,1,High Risk,Month-to-month,No
CUST0000384450,23,month_to_month,3.0,2.0,0,1,78.46,2,0,0.844925,1,High Risk,Month-to-month,No
CUST0000210267,16,month_to_month,1.0,3.0,4,0,66.36,2,0,0.844759,1,High Risk,Month-to-month,No
CUST0000807786,22,month_to_month,3.0,2.0,5,0,39.19,1,0,0.844759,1,High Risk,Month-to-month,No
CUST0000552507,29,month_to_month,3.0,2.0,5,0,56.52,2,0,0.844759,1,High Risk,Month-to-month,No
CUST0000165540,3,month_to_month,2.0,0.0,3,1,78.05,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000769877,3,month_to_month,3.0,0.0,0,1,84.9,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000213371,1,month_to_month,3.0,1.0,0,1,45.53,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000040711,6,month_to_month,1.0,1.0,1,2,52.6,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000257115,1,month_to_month,2.0,0.0,2,1,52.87,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000228420,6,month_to_month,2.0,0.0,0,1,112.05,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000281884,5,month_to_month,2.0,0.0,2,1,51.36,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000548117,2,month_to_month,2.0,0.0,1,1,76.55,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000119818,2,month_to_month,3.0,0.0,2,1,114.2,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000740638,1,month_to_month,3.0,0.0,1,1,85.79,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000094775,6,month_to_month,3.0,0.0,2,1,50.7,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000208906,3,month_to_month,2.0,0.0,1,1,66.53,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000698269,2,month_to_month,1.0,0.0,1,1,90.31,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000909243,5,month_to_month,3.0,0.0,1,1,98.6,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000383125,3,month_to_month,2.0,1.0,1,1,101.25,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000429760,4,month_to_month,2.0,0.0,1,1,80.26,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000495899,1,month_to_month,1.0,0.0,1,1,60.97,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000885515,6,month_to_month,3.0,0.0,0,1,99.98,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000957911,6,month_to_month,2.0,0.0,0,1,74.05,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000328158,4,month_to_month,2.0,0.0,1,1,68.0,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000164162,1,month_to_month,1.0,1.0,2,1,85.6,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000919932,1,month_to_month,3.0,0.0,0,1,77.41,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000323482_DUP323482,1,month_to_month,3.0,1.0,2,1,90.44,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000718629,1,month_to_month,1.0,0.0,2,1,92.28,1,0,0.840183,1,High Risk,Month-to-month,No
CUST0000356397,2,month_to_month,3.0,0.0,0,2,87.58,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000897972,2,month_to_month,1.0,1.0,2,1,57.75,2,0,0.840183,1,High Risk,Month-to-month,No
CUST0000107945,19,one_year,3.0,3.0,7,1,70.71,4,0,0.839486,1,High Risk,One year,No
CUST0000219624,27,one_year,1.0,2.0,6,1,73.27,3,0,0.839486,1,High Risk,One year,No
CUST0000892815,21,one_year,3.0,2.0,4,1,87.71,3,0,0.839486,1,High Risk,One year,No
CUST0000675986,30,one_year,2.0,2.0,4,1,106.17,4,0,0.839486,1,High Risk,One year,No
CUST0000442372,21,one_year,2.0,2.0,6,1,83.25,3,0,0.839486,1,High Risk,One year,No
CUST0000642678,21,one_year,2.0,5.0,5,1,66.89,3,0,0.839486,1,High Risk,One year,No
CUST0000524515,30,one_year,2.0,2.0,4,1,73.48,3,0,0.839486,1,High Risk,One year,No
CUST0000895098,19,one_year,1.0,2.0,4,1,129.11,4,0,0.839486,1,High Risk,One year,No
CUST0000846871,28,one_year,2.0,2.0,4,1,90.42,4,0,0.839486,1,High Risk,One year,No
CUST0000416144,19,one_year,3.0,2.0,5,1,68.71,4,0,0.839486,1,High Risk,One year,No
CUST0000081231,26,one_year,3.0,2.0,5,1,114.73,3,0,0.839486,1,High Risk,One year,No
CUST0000352430,31,one_year,3.0,2.0,4,2,96.89,3,0,0.839486,1,High Risk,One year,No
CUST0000287051,19,one_year,3.0,4.0,5,1,88.05,3,0,0.839486,1,High Risk,One year,No
CUST0000695199,19,one_year,3.0,2.0,4,2,89.42,4,0,0.839486,1,High Risk,One year,No
CUST0000882751,23,one_year,1.0,2.0,4,1,102.44,3,0,0.839486,1,High Risk,One year,No
CUST0000346553,16,one_year,3.0,2.0,4,1,117.94,3,0,0.839486,1,High Risk,One year,No
CUST0000901630,16,one_year,3.0,2.0,6,1,65.88,3,0,0.839486,1,High Risk,One year,No
CUST0000473843_DUP473843,24,one_year,2.0,2.0,4,1,73.08,4,0,0.839486,1,High Risk,One year,No
CUST0000341229,29,one_year,2.0,3.0,5,1,77.31,3,0,0.839486,1,High Risk,One year,No
CUST0000507768,22,one_year,3.0,3.0,8,1,83.32,3,0,0.839486,1,High Risk,One year,No
CUST0000659333,26,one_year,3.0,2.0,7,1,147.81,3,0,0.839486,1,High Risk,One year,No
CUST0000398411,30,one_year,2.0,3.0,5,1,108.41,4,0,0.839486,1,High Risk,One year,No
CUST0000016944,24,one_year,1.0,2.0,4,2,81.28,3,0,0.839486,1,High Risk,One year,No
CUST0000495196,1,month_to_month,4.0,0.0,1,1,94.15,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000213428,1,month_to_month,6.0,0.0,0,1,82.43,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000775634,2,month_to_month,5.0,0.0,0,1,58.44,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000778436,3,month_to_month,6.0,0.0,2,1,101.3,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000355670,5,month_to_month,6.0,1.0,1,1,49.37,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000023402,6,month_to_month,5.0,0.0,1,1,58.25,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000040330,5,month_to_month,4.0,0.0,2,1,67.57,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000380034,3,month_to_month,4.0,0.0,2,2,89.62,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000123286,3,month_to_month,6.0,0.0,2,1,55.03,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000638857,1,month_to_month,6.0,1.0,3,1,68.26,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000445189,1,month_to_month,5.0,0.0,1,1,83.18,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000523121,6,month_to_month,6.0,0.0,1,1,71.12,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000203232,6,month_to_month,5.0,1.0,2,1,61.46,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000711675,6,month_to_month,4.0,0.0,1,1,37.77,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000930024,1,month_to_month,4.0,1.0,1,1,29.03,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000348639,6,month_to_month,6.0,0.0,0,1,94.31,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000388508,1,month_to_month,4.0,0.0,0,1,87.44,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000804711,3,month_to_month,6.0,1.0,3,1,66.68,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000505579,6,month_to_month,6.0,0.0,1,1,24.52,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000144408,1,month_to_month,4.0,0.0,1,1,95.86,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000763976,3,month_to_month,6.0,0.0,2,1,80.19,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000267301,1,month_to_month,4.0,0.0,2,2,81.45,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000407574,1,month_to_month,5.0,0.0,1,1,63.64,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000358913,3,month_to_month,4.0,0.0,1,1,89.38,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000742880,2,month_to_month,6.0,0.0,1,1,52.32,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000615477,1,month_to_month,5.0,0.0,0,1,110.8,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000146512,1,month_to_month,6.0,0.0,0,1,71.91,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000731643,1,month_to_month,6.0,1.0,1,1,70.45,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000097958,4,month_to_month,5.0,1.0,2,1,101.6,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000472577,5,month_to_month,5.0,0.0,0,2,76.5,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000253750,5,month_to_month,4.0,0.0,1,1,60.6,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000425574,3,month_to_month,4.0,0.0,0,2,97.89,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000472421,6,month_to_month,6.0,1.0,1,2,65.76,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000105754,4,month_to_month,6.0,1.0,2,1,87.94,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000801445,5,month_to_month,6.0,1.0,2,1,66.97,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000558987,1,month_to_month,5.0,0.0,2,1,78.85,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000341444,6,month_to_month,6.0,0.0,1,2,50.79,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000548020,1,month_to_month,6.0,0.0,1,1,88.21,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000905108,1,month_to_month,4.0,1.0,2,1,83.01,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000077302,3,month_to_month,4.0,1.0,1,1,50.53,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000285948,3,month_to_month,4.0,1.0,2,1,75.65,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000188396,6,month_to_month,5.0,1.0,2,1,102.98,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000773117,6,month_to_month,6.0,0.0,0,1,82.86,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000312677,3,month_to_month,5.0,0.0,0,1,42.74,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000363113,4,month_to_month,6.0,0.0,1,1,81.55,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000542567,5,month_to_month,5.0,0.0,1,1,80.84,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000592255,5,month_to_month,5.0,1.0,0,1,96.37,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000252344,5,month_to_month,6.0,0.0,3,1,72.58,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000336017,6,month_to_month,6.0,1.0,1,1,76.6,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000544844,5,month_to_month,6.0,0.0,0,1,52.29,1,0,0.837623,1,High Risk,Month-to-month,No
CUST0000395768,2,month_to_month,5.0,1.0,2,2,97.58,2,0,0.837623,1,High Risk,Month-to-month,No
CUST0000939557,12,month_to_month,2.0,2.0,6,0,43.13,2,0,0.837282,1,High Risk,Month-to-month,No
CUST0000509177,15,month_to_month,2.0,2.0,4,0,88.68,2,0,0.837282,1,High Risk,Month-to-month,No
CUST0000094841,12,month_to_month,3.0,2.0,4,0,64.15,2,0,0.837282,1,High Risk,Month-to-month,No
CUST0000227216,9,month_to_month,1.0,2.0,4,0,29.92,1,0,0.837282,1,High Risk,Month-to-month,No
CUST0000960011,14,month_to_month,1.0,4.0,4,0,63.16,2,0,0.837282,1,High Risk,Month-to-month,No
CUST0000167238,7,month_to_month,3.0,2.0,8,0,73.39,2,0,0.837282,1,High Risk,Month-to-month,No
CUST0000913957,9,one_year,2.0,3.0,8,1,58.04,2,0,0.836635,1,High Risk,One year,No
CUST0000783115,11,one_year,2.0,2.0,4,1,37.22,1,0,0.836635,1,High Risk,One year,No
CUST0000876503,8,one_year,3.0,3.0,5,1,110.62,2,0,0.836635,1,High Risk,One year,No
CUST0000472821,10,one_year,1.0,3.0,4,1,43.76,1,0,0.836635,1,High Risk,One year,No
CUST0000372368,10,one_year,3.0,3.0,4,1,27.95,2,0,0.836635,1,High Risk,One year,No
CUST0000834622,14,one_year,2.0,2.0,6,1,89.17,2,0,0.836635,1,High Risk,One year,No
CUST0000430665,12,one_year,3.0,2.0,4,1,84.48,1,0,0.836635,1,High Risk,One year,No
CUST0000843773,12,one_year,3.0,2.0,5,1,65.49,1,0,0.836635,1,High Risk,One year,No
CUST0000734721,7,one_year,2.0,2.0,4,1,106.8,2,0,0.836635,1,High Risk,One year,No
CUST0000146531,12,one_year,2.0,3.0,4,1,63.18,1,0,0.836635,1,High Risk,One year,No
CUST0000958850,9,one_year,3.0,2.0,5,1,62.47,1,0,0.836635,1,High Risk,One year,No
CUST0000590483,11,one_year,1.0,2.0,6,2,71.88,2,0,0.836635,1,High Risk,One year,No
CUST0000503374,9,one_year,3.0,3.0,4,1,95.28,1,0,0.836635,1,High Risk,One year,No
CUST0000629776,10,one_year,3.0,2.0,5,1,61.81,1,0,0.836635,1,High Risk,One year,No
CUST0000518532,13,one_year,1.0,2.0,4,2,88.91,2,0,0.836635,1,High Risk,One year,No
CUST0000789715,9,one_year,3.0,2.0,4,1,70.47,2,0,0.836635,1,High Risk,One year,No
CUST0000905695,8,one_year,1.0,3.0,4,1,88.58,1,0,0.836635,1,High Risk,One year,No
CUST0000101458,7,one_year,3.0,2.0,4,1,84.29,2,0,0.836635,1,High Risk,One year,No
CUST0000079208,14,one_year,3.0,2.0,5,1,85.23,2,0,0.836635,1,High Risk,One year,No
CUST0000308847,7,one_year,2.0,2.0,4,1,78.04,1,0,0.836635,1,High Risk,One year,No
CUST0000718818,10,one_year,1.0,2.0,4,1,85.63,2,0,0.836635,1,High Risk,One year,No
CUST0000975722,11,one_year,3.0,3.0,4,1,76.65,1,0,0.836635,1,High Risk,One year,No
CUST0000371614,8,one_year,3.0,3.0,5,1,67.93,1,0,0.836635,1,High Risk,One year,No
CUST0000989214,9,one_year,3.0,2.0,4,1,59.57,2,0,0.836635,1,High Risk,One year,No
CUST0000021866,14,one_year,1.0,4.0,4,1,55.42,2,0,0.836635,1,High Risk,One year,No
CUST0000269963,7,one_year,3.0,2.0,4,1,68.46,2,0,0.836635,1,High Risk,One year,No
CUST0000553798,14,one_year,1.0,2.0,4,1,66.54,2,0,0.836635,1,High Risk,One year,No
CUST0000727581,15,one_year,3.0,3.0,5,2,71.33,2,0,0.836635,1,High Risk,One year,No
CUST0000129200,9,one_year,2.0,2.0,4,1,82.61,2,0,0.836635,1,High Risk,One year,No
CUST0000183911,15,one_year,1.0,2.0,4,1,79.5,2,0,0.836635,1,High Risk,One year,No
CUST0000792036,9,one_year,3.0,3.0,6,1,73.64,2,0,0.836635,1,High Risk,One year,No
CUST0000949701,7,one_year,3.0,2.0,4,1,41.01,1,0,0.836635,1,High Risk,One year,No
CUST0000952782,13,one_year,3.0,2.0,4,1,71.25,1,0,0.836635,1,High Risk,One year,No
CUST0000266438,11,one_year,3.0,2.0,4,1,45.8,1,0,0.836635,1,High Risk,One year,No
CUST0000162107,11,one_year,1.0,2.0,4,1,72.38,2,0,0.836635,1,High Risk,One year,No
CUST0000678305,12,one_year,2.0,2.0,5,2,121.33,2,0,0.836635,1,High Risk,One year,No
CUST0000206126,12,one_year,3.0,3.0,5,1,74.62,1,0,0.836635,1,High Risk,One year,No
CUST0000931190,8,one_year,3.0,2.0,5,2,45.1,1,0,0.836635,1,High Risk,One year,No
CUST0000601370,8,one_year,3.0,2.0,4,1,76.01,1,0,0.836635,1,High Risk,One year,No
CUST0000496263,15,one_year,1.0,2.0,4,1,76.41,2,0,0.836635,1,High Risk,One year,No
CUST0000673168,14,one_year,2.0,3.0,5,1,83.62,2,0,0.836635,1,High Risk,One year,No
CUST0000039583,14,one_year,2.0,2.0,4,1,76.23,1,0,0.836635,1,High Risk,One year,No
CUST0000505227,8,one_year,2.0,2.0,5,1,91.53,2,0,0.836635,1,High Risk,One year,No
CUST0000002805,13,one_year,3.0,3.0,4,1,100.44,2,0,0.836635,1,High Risk,One year,No
CUST0000358350,13,one_year,1.0,3.0,6,1,101.39,2,0,0.836635,1,High Risk,One year,No
CUST0000035760,21,month_to_month,6.0,2.0,7,2,48.18,2,0,0.836382,1,High Risk,Month-to-month,No
CUST0000600738,17,month_to_month,4.0,2.0,4,2,50.24,2,0,0.836382,1,High Risk,Month-to-month,No
CUST0000250157,16,month_to_month,5.0,2.0,4,1,71.32,1,0,0.836382,1,High Risk,Month-to-month,No
CUST0000969408,25,month_to_month,5.0,2.0,4,2,62.45,1,0,0.836382,1,High Risk,Month-to-month,No
CUST0000355053,25,month_to_month,2.0,2.0,1,2,58.79,4,0,0.834672,1,High Risk,Month-to-month,No
CUST0000004502,26,month_to_month,2.0,2.0,2,1,81.17,4,0,0.834672,1,High Risk,Month-to-month,No
CUST0000766676,24,month_to_month,3.0,2.0,1,1,77.06,3,0,0.834672,1,High Risk,Month-to-month,No
CUST0000729850,26,month_to_month,3.0,2.0,0,1,123.0,3,0,0.834672,1,High Risk,Month-to-month,No
CUST0000257960,54,month_to_month,5.0,2.0,6,1,49.44,1,0,0.833648,1,High Risk,Month-to-month,No
CUST0000625160,41,month_to_month,6.0,2.0,5,1,90.61,1,0,0.833648,1,High Risk,Month-to-month,No
CUST0000126821,72,month_to_month,4.0,2.0,6,2,84.42,2,0,0.833648,1,High Risk,Month-to-month,No
CUST0000289852,35,month_to_month,4.0,2.0,5,2,83.37,1,0,0.833648,1,High Risk,Month-to-month,No
CUST0000252343,45,month_to_month,4.0,2.0,4,1,91.54,1,0,0.833648,1,High Risk,Month-to-month,No
CUST0000597754,2,month_to_month,3.0,2.0,5,1,74.81,1,1,0.832371,1,High Risk,Month-to-month,Yes
CUST0000861046,1,one_year,1.0,2.0,4,2,101.69,2,0,0.831391,1,High Risk,One year,No
CUST0000207844,1,one_year,2.0,2.0,7,1,111.49,2,0,0.831391,1,High Risk,One year,No
CUST0000407872,3,one_year,2.0,2.0,4,2,67.02,1,0,0.831391,1,High Risk,One year,No
CUST0000546094,5,one_year,2.0,2.0,6,1,69.12,1,0,0.831391,1,High Risk,One year,No
CUST0000299696,2,one_year,2.0,2.0,5,1,86.65,1,0,0.831391,1,High Risk,One year,No
CUST0000215146,5,one_year,3.0,2.0,6,1,91.67,2,0,0.831391,1,High Risk,One year,No
CUST0000526790,6,one_year,1.0,2.0,5,1,91.41,2,0,0.831391,1,High Risk,One year,No
CUST0000730566,1,one_year,1.0,4.0,4,1,44.54,2,0,0.831391,1,High Risk,One year,No
CUST0000195500,1,one_year,1.0,2.0,4,1,84.76,2,0,0.831391,1,High Risk,One year,No
CUST0000606834,1,one_year,2.0,4.0,5,1,112.93,2,0,0.831391,1,High Risk,One year,No
CUST0000037797,2,one_year,2.0,2.0,4,1,96.3,1,0,0.831391,1,High Risk,One year,No
CUST0000353290,1,one_year,2.0,3.0,4,1,51.83,1,0,0.831391,1,High Risk,One year,No
CUST0000393701,1,one_year,3.0,2.0,5,2,73.69,1,0,0.831391,1,High Risk,One year,No
CUST0000285174,4,one_year,2.0,4.0,5,1,104.45,2,0,0.831391,1,High Risk,One year,No
CUST0000904168,6,one_year,2.0,2.0,4,1,48.44,1,0,0.831391,1,High Risk,One year,No
CUST0000753987,3,one_year,2.0,2.0,4,1,90.61,1,0,0.831391,1,High Risk,One year,No
CUST0000083460,2,one_year,1.0,2.0,4,1,62.34,2,0,0.831391,1,High Risk,One year,No
CUST0000909878,5,one_year,1.0,2.0,4,1,105.88,1,0,0.831391,1,High Risk,One year,No
CUST0000763762,3,one_year,1.0,2.0,4,1,63.14,1,0,0.831391,1,High Risk,One year,No
CUST0000451134,4,one_year,3.0,3.0,4,1,84.25,1,0,0.831391,1,High Risk,One year,No
CUST0000229187,3,one_year,3.0,3.0,5,1,60.87,2,0,0.831391,1,High Risk,One year,No
CUST0000589738,3,one_year,1.0,2.0,5,1,99.48,2,0,0.831391,1,High Risk,One year,No
CUST0000755039,2,one_year,2.0,3.0,4,1,92.1,2,0,0.831391,1,High Risk,One year,No
CUST0000118108,5,one_year,3.0,2.0,6,1,94.87,1,0,0.831391,1,High Risk,One year,No
CUST0000334824,5,one_year,3.0,2.0,4,1,99.53,2,0,0.831391,1,High Risk,One year,No
