customer_id,churn,tenure,contract,customer_satisfaction,num_complaints,num_service_calls,late_payments,monthlycharges,num_services,has_tech_support,tenure_group,contract,customer_satisfaction_group,num_complaints_group,num_service_calls_group,late_payments_group,monthlycharges_group,num_services_group,has_tech_support
CUST0000000016,0,5,two_year,1.0,0.0,1,0,61.18,1,0,tenure_1_6,two_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000017,0,12,one_year,8.0,0.0,0,0,114.93,6,0,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000018,0,9,one_year,7.0,1.0,4,1,93.42,5,0,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_gt_3,late_1_2,monthly_lt_200,services_5_6,0
CUST0000000019,0,1,two_year,4.0,0.0,0,0,62.54,1,0,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000020,0,44,one_year,7.0,0.0,1,1,103.93,4,0,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000021,0,45,one_year,6.0,0.0,0,2,72.41,1,0,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000022,0,72,one_year,2.0,1.0,1,1,130.07,3,0,tenure_32_plus,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000023,0,11,two_year,9.0,0.0,1,0,79.66,2,0,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000024,0,72,one_year,4.0,0.0,0,0,59.48,3,0,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000025,0,14,one_year,3.0,0.0,1,0,108.01,2,0,tenure_7_15,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000026,0,26,two_year,3.0,2.0,1,0,94.66,1,1,tenure_16_31,two_year,satisfaction_1_3,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000027,0,2,two_year,7.0,0.0,1,0,82.12,4,1,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000028,0,54,one_year,2.0,2.0,1,0,99.73,2,1,tenure_32_plus,one_year,satisfaction_1_3,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000029,0,8,one_year,6.0,0.0,1,0,73.19,2,1,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000030,0,7,two_year,7.0,1.0,4,0,127.42,4,0,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_gt_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000031,0,1,one_year,9.0,0.0,0,0,94.73,1,0,tenure_1_6,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000032,0,18,one_year,7.0,0.0,1,0,97.75,3,1,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000033,0,15,two_year,3.0,1.0,1,1,72.39,1,0,tenure_7_15,two_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000034,0,24,two_year,9.0,0.0,2,0,105.79,3,0,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000035,0,72,one_year,8.0,0.0,1,0,83.3,2,0,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000036,0,57,two_year,9.0,0.0,0,0,43.41,1,1,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000037,0,57,two_year,8.0,2.0,2,0,72.78,2,1,tenure_32_plus,two_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000038,0,17,one_year,6.0,0.0,0,0,120.27,6,0,tenure_16_31,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000039,0,2,one_year,5.0,0.0,2,0,89.77,3,1,tenure_1_6,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000040,1,4,two_year,5.0,0.0,3,0,74.37,1,0,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000041,0,72,two_year,5.0,3.0,3,0,126.43,4,0,tenure_32_plus,two_year,satisfaction_4_6,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000042,0,12,two_year,5.0,0.0,2,0,72.78,1,0,tenure_7_15,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000043,0,48,one_year,5.0,0.0,2,0,60.66,3,0,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000044,0,26,one_year,7.0,2.0,6,1,86.07,2,1,tenure_16_31,one_year,satisfaction_7_9,complaints_gt_1,service_calls_gt_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000045,1,23,one_year,8.0,2.0,2,0,69.51,2,0,tenure_16_31,one_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000046,0,7,one_year,5.0,1.0,3,0,93.04,2,0,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000047,0,54,one_year,8.0,0.0,0,0,115.93,3,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000048,0,5,two_year,7.0,0.0,2,1,49.85,1,0,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000049,1,12,one_year,6.0,0.0,1,0,50.08,3,1,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000050,0,72,two_year,9.0,0.0,0,0,59.05,3,1,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000051,0,31,two_year,9.0,0.0,1,0,70.6,2,0,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000052,0,14,two_year,6.0,2.0,3,0,107.73,5,1,tenure_7_15,two_year,satisfaction_4_6,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000053,1,19,one_year,7.0,0.0,0,1,69.78,1,0,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000054,0,12,one_year,9.0,0.0,0,0,88.65,2,1,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000055,0,31,two_year,4.0,2.0,4,0,84.92,5,0,tenure_16_31,two_year,satisfaction_4_6,complaints_gt_1,service_calls_gt_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000056,0,12,two_year,8.0,3.0,3,0,97.35,4,1,tenure_7_15,two_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000057,1,26,one_year,4.0,0.0,2,0,30.04,2,0,tenure_16_31,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000058,0,29,two_year,8.0,0.0,1,0,108.25,4,1,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000059,0,22,one_year,9.0,0.0,0,0,100.78,3,0,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000060,0,18,one_year,8.0,1.0,1,0,89.59,2,0,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000061,0,5,one_year,8.0,1.0,2,0,97.89,2,1,tenure_1_6,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000062,0,5,two_year,6.0,1.0,5,0,96.57,6,1,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_gt_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000063,0,38,two_year,5.0,1.0,5,2,81.11,3,0,tenure_32_plus,two_year,satisfaction_4_6,complaints_le_1,service_calls_gt_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000064,0,8,two_year,8.0,0.0,2,1,83.83,2,1,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000065,0,25,two_year,5.0,0.0,2,0,69.75,1,0,tenure_16_31,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000066,0,8,two_year,4.0,0.0,3,1,58.32,1,1,tenure_7_15,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000067,0,3,two_year,4.0,0.0,1,0,70.76,4,0,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000068,0,12,one_year,3.0,0.0,0,1,61.53,1,0,tenure_7_15,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000069,1,8,one_year,9.0,1.0,3,1,66.73,3,0,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000070,0,6,two_year,1.0,0.0,2,1,105.06,5,0,tenure_1_6,two_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_5_6,0
CUST0000000071,0,21,two_year,2.0,0.0,1,0,57.31,1,0,tenure_16_31,two_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000072,1,6,one_year,6.0,3.0,6,0,97.38,3,1,tenure_1_6,one_year,satisfaction_4_6,complaints_gt_1,service_calls_gt_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000073,0,33,one_year,4.0,0.0,2,1,67.87,2,0,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000074,0,30,two_year,5.0,0.0,3,0,90.9,2,0,tenure_16_31,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000075,0,28,one_year,2.0,,2,0,80.42,4,1,tenure_16_31,one_year,satisfaction_1_3,,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000076,0,2,two_year,1.0,0.0,1,2,85.59,3,0,tenure_1_6,two_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000077,0,69,two_year,8.0,1.0,0,0,88.83,1,1,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000078,0,16,two_year,9.0,,3,0,88.86,1,1,tenure_16_31,two_year,satisfaction_7_9,,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000079,0,55,two_year,5.0,2.0,2,0,52.23,1,0,tenure_32_plus,two_year,satisfaction_4_6,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000080,0,5,one_year,5.0,0.0,0,0,52.57,2,0,tenure_1_6,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000081,0,21,one_year,6.0,0.0,1,2,73.76,2,0,tenure_16_31,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000082,0,72,two_year,2.0,0.0,0,0,105.74,4,1,tenure_32_plus,two_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000083,0,72,one_year,7.0,2.0,3,0,110.1,3,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000084,0,1,two_year,8.0,0.0,1,2,63.39,4,0,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000085,0,15,two_year,9.0,0.0,1,0,104.84,4,0,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000086,0,8,one_year,9.0,0.0,0,0,116.97,2,1,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000087,1,1,one_year,8.0,1.0,1,0,143.36,6,0,tenure_1_6,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000088,0,20,two_year,7.0,0.0,2,0,34.95,1,0,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000089,0,1,two_year,8.0,4.0,9,0,142.45,6,1,tenure_1_6,two_year,satisfaction_7_9,complaints_gt_1,service_calls_gt_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000090,0,22,one_year,2.0,1.0,4,0,99.94,2,1,tenure_16_31,one_year,satisfaction_1_3,complaints_le_1,service_calls_gt_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000091,0,48,one_year,7.0,0.0,0,0,128.81,6,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000092,0,51,two_year,7.0,0.0,3,1,105.6,2,0,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000093,0,72,one_year,9.0,0.0,0,0,74.08,1,0,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000094,0,32,two_year,9.0,0.0,1,0,94.21,5,0,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000095,0,4,one_year,9.0,0.0,1,0,93.4,2,1,tenure_1_6,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000096,0,13,two_year,9.0,1.0,6,0,85.39,2,1,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_gt_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000097,0,52,one_year,6.0,1.0,2,2,86.76,3,0,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000098,0,7,one_year,7.0,0.0,1,1,113.23,6,1,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_5_6,1
CUST0000000099,0,14,one_year,1.0,2.0,3,0,105.65,4,1,tenure_7_15,one_year,satisfaction_1_3,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000100,0,23,one_year,8.0,0.0,0,0,106.43,3,0,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000101,0,2,one_year,2.0,0.0,2,0,93.27,2,1,tenure_1_6,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000102,0,16,two_year,9.0,2.0,3,0,132.8,4,0,tenure_16_31,two_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000103,0,1,one_year,1.0,1.0,3,0,87.67,4,1,tenure_1_6,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000104,1,8,two_year,2.0,0.0,0,0,109.04,3,0,tenure_7_15,two_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000105,0,33,one_year,8.0,1.0,2,0,76.74,1,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000106,0,30,two_year,7.0,3.0,5,0,122.56,5,0,tenure_16_31,two_year,satisfaction_7_9,complaints_gt_1,service_calls_gt_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000107,1,68,one_year,6.0,0.0,1,1,110.55,3,1,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000108,0,36,two_year,4.0,1.0,2,0,114.55,3,1,tenure_32_plus,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000109,0,5,two_year,7.0,0.0,2,3,80.98,4,1,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_3_plus,monthly_lt_200,services_3_4,1
CUST0000000110,0,56,one_year,8.0,0.0,2,1,54.31,2,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000111,0,19,one_year,5.0,1.0,2,0,64.42,2,1,tenure_16_31,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000112,0,44,one_year,5.0,0.0,1,1,117.18,3,1,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000113,0,61,one_year,4.0,1.0,1,0,88.33,2,0,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000114,0,42,one_year,6.0,0.0,0,2,89.91,5,1,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_5_6,1
CUST0000000115,0,12,one_year,3.0,2.0,3,0,34.87,1,0,tenure_7_15,one_year,satisfaction_1_3,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000116,0,21,two_year,1.0,2.0,3,1,86.62,2,0,tenure_16_31,two_year,satisfaction_1_3,complaints_gt_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000117,0,13,two_year,5.0,3.0,5,0,72.82,2,1,tenure_7_15,two_year,satisfaction_4_6,complaints_gt_1,service_calls_gt_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000118,1,28,one_year,3.0,0.0,1,0,84.64,2,0,tenure_16_31,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000119,1,15,one_year,8.0,1.0,5,1,96.37,1,0,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_gt_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000120,0,3,one_year,6.0,0.0,0,0,113.9,3,1,tenure_1_6,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000121,0,24,one_year,2.0,1.0,1,0,111.09,3,0,tenure_16_31,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000122,0,5,one_year,9.0,2.0,2,0,142.44,6,1,tenure_1_6,one_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000123,0,32,two_year,7.0,0.0,2,3,114.41,5,1,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_3_plus,monthly_lt_200,services_5_6,1
CUST0000000124,0,2,two_year,4.0,0.0,1,0,114.27,3,1,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000125,0,1,two_year,4.0,0.0,0,0,91.59,1,0,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000126,0,9,two_year,4.0,0.0,1,0,107.45,6,0,tenure_7_15,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000127,0,72,one_year,8.0,0.0,2,0,115.83,3,0,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000128,0,28,one_year,7.0,1.0,2,0,86.6,1,1,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000129,0,12,one_year,5.0,1.0,4,0,76.32,2,1,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_gt_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000130,0,3,two_year,6.0,0.0,1,1,99.72,3,0,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000131,0,1,one_year,6.0,2.0,2,0,55.42,1,0,tenure_1_6,one_year,satisfaction_4_6,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000132,0,31,one_year,8.0,0.0,0,0,88.25,3,1,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000133,0,56,one_year,8.0,0.0,1,0,95.35,3,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000134,0,1,one_year,4.0,1.0,1,1,89.4,1,1,tenure_1_6,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000135,0,21,two_year,7.0,2.0,2,0,88.63,1,0,tenure_16_31,two_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000136,0,31,one_year,5.0,0.0,0,1,104.2,3,1,tenure_16_31,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000137,0,8,two_year,8.0,0.0,1,0,93.9,2,1,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000138,0,17,one_year,3.0,0.0,1,0,92.82,1,0,tenure_16_31,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000139,0,40,one_year,5.0,0.0,0,0,68.26,6,1,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000140,0,21,two_year,6.0,1.0,2,0,65.82,3,0,tenure_16_31,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000141,0,11,one_year,5.0,0.0,4,2,142.86,4,1,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_gt_3,late_1_2,monthly_lt_200,services_3_4,1
