customer_id,signup_date,age,gender,annual_income,education,marital_status,dependents,tenure,contract,payment_method,paperless_billing,senior_citizen,monthlycharges,totalcharges,num_services,has_phone_service,has_internet_service,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,customer_satisfaction,num_complaints,num_service_calls,late_payments,avg_monthly_gb,days_since_last_interaction,credit_score,churn
CUST0000000019,2021_05_30_12_53_58_200082,29,male,67784.57,bachelor,married,2,1,two_year,bank_transfer,1,0,62.54,59.77,1,1,1,0,0,1,0,1,1,4.0,0.0,0,0,47.42,139,654.0,0
CUST0000000020,2025_09_03_12_53_58_200087,24,male,,master,married,0,44,one_year,electronic_check,0,1,103.93,4323.6,4,1,1,0,0,0,0,0,1,7.0,0.0,1,1,125.49,19,702.0,0
CUST0000000021,2021_06_01_12_53_58_200093,52,female,87602.82,master,single,0,45,one_year,credit_card,1,0,72.41,3316.37,1,0,1,0,1,0,0,0,1,6.0,0.0,0,2,55.52,1,772.0,0
CUST0000000022,2022_05_20_12_53_58_200099,38,female,21371.92,bachelor,divorced,0,72,one_year,bank_transfer,1,0,130.07,10279.4,3,0,1,1,1,1,0,1,1,2.0,1.0,1,1,122.62,14,749.0,0
CUST0000000023,2023_12_04_12_53_58_200104,67,female,40625.98,high_school,married,1,11,two_year,mailed_check,1,0,79.66,602.01,2,1,1,1,1,0,0,0,1,9.0,0.0,1,0,61.45,26,,0
CUST0000000024,2025_02_02_12_53_58_200110,70,female,75938.67,master,widowed,1,72,one_year,bank_transfer,1,0,59.48,4679.77,3,0,0,0,0,0,0,1,1,4.0,0.0,0,0,0.0,50,816.0,0
CUST0000000025,2021_11_18_12_53_58_200115,52,male,36441.12,high_school,married,0,14,one_year,credit_card,1,0,108.01,1434.73,2,0,1,0,0,0,0,1,1,3.0,0.0,1,0,63.01,14,656.0,0
CUST0000000026,2022_02_04_12_53_58_200121,59,female,65416.08,high_school,married,1,26,two_year,electronic_check,0,1,94.66,2645.92,1,0,1,0,0,0,1,0,0,3.0,2.0,1,0,3.22,1,699.0,0
CUST0000000027,2023_10_29_12_53_58_200127,29,female,25813.8,bachelor,single,0,2,two_year,electronic_check,0,0,82.12,153.29,4,1,0,0,0,0,1,0,1,7.0,0.0,1,0,0.0,4,636.0,0
CUST0000000028,2024_12_22_12_53_58_200133,25,male,34968.77,bachelor,married,0,54,one_year,bank_transfer,1,0,99.73,5465.79,2,1,1,0,0,0,1,0,0,2.0,2.0,1,0,33.22,12,627.0,0
CUST0000000029,2022_09_14_12_53_58_200138,42,male,22135.77,high_school,married,0,8,one_year,mailed_check,1,0,73.19,449.74,2,0,1,0,1,1,1,0,0,6.0,0.0,1,0,34.1,78,652.0,0
CUST0000000030,2023_06_01_12_53_58_200144,25,male,45527.46,college,married,2,7,two_year,credit_card,0,0,127.42,973.24,4,1,1,1,0,1,0,0,0,7.0,1.0,4,0,15.15,14,850.0,0
CUST0000000031,2025_04_10_12_53_58_200149,49,female,85518.71,master,married,1,1,one_year,electronic_check,1,0,94.73,92.2,1,1,1,0,1,0,0,1,0,9.0,0.0,0,0,41.73,1,553.0,0
CUST0000000032,2022_10_15_12_53_58_200155,33,female,35652.91,master,married,0,18,one_year,credit_card,1,0,97.75,1675.03,3,1,1,0,1,0,1,1,0,7.0,0.0,1,0,24.17,141,735.0,0
CUST0000000033,2024_10_09_12_53_58_200160,47,female,33188.09,high_school,single,0,15,two_year,electronic_check,1,0,72.39,1032.19,1,1,1,0,0,0,0,0,1,3.0,1.0,1,1,134.77,18,748.0,0
CUST0000000034,2022_05_15_12_53_58_200166,42,female,155337.18,high_school,married,0,24,two_year,bank_transfer,1,0,105.79,2735.36,3,1,1,1,0,1,0,1,1,9.0,0.0,2,0,,264,631.0,0
CUST0000000035,2025_12_21_12_53_58_200172,54,male,86689.75,bachelor,divorced,0,72,one_year,credit_card,0,0,83.3,3115.1881242285604,2,1,1,1,0,0,0,1,0,8.0,0.0,1,0,54.41,3,720.0,0
CUST0000000036,2025_05_04_12_53_58_200177,49,female,68181.73,high_school,single,2,57,two_year,credit_card,1,0,43.41,2551.92,1,0,0,0,0,0,1,1,1,9.0,0.0,0,0,0.0,1,719.0,0
CUST0000000037,2023_12_26_12_53_58_200183,38,female,62693.38,college,married,0,57,two_year,mailed_check,0,0,72.78,4539.53,2,1,1,0,1,1,1,1,0,8.0,2.0,2,0,8.95,41,723.0,0
CUST0000000038,2023_09_08_12_53_58_200189,24,female,129390.12,master,married,1,17,one_year,bank_transfer,1,0,120.27,1361.84,6,1,1,1,1,1,0,1,1,6.0,0.0,0,0,24.74,2,720.0,0
CUST0000000039,2021_09_10_12_53_58_200194,47,female,179194.0,master,single,0,2,one_year,electronic_check,1,0,89.77,165.14,3,1,1,0,1,1,1,1,0,5.0,0.0,2,0,49.65,52,705.0,0
CUST0000000040,2024_09_24_12_53_58_200200,18,male,57303.69,college,married,1,4,two_year,credit_card,1,1,74.37,278.52,1,0,1,0,0,0,0,0,1,5.0,0.0,3,0,,35,695.0,1
CUST0000000041,2023_01_25_12_53_58_200205,63,female,96002.51,bachelor,divorced,0,72,two_year,credit_card,1,0,126.43,8241.53,4,1,1,0,1,0,0,0,0,5.0,3.0,3,0,32.37,7,747.0,0
CUST0000000042,2024_08_19_12_53_58_200211,52,female,145900.93,master,married,0,12,two_year,electronic_check,0,0,72.78,840.82,1,1,1,1,0,0,0,0,1,5.0,0.0,2,0,22.32,5,612.0,0
CUST0000000043,2021_05_12_12_53_58_200217,57,male,49599.83,bachelor,widowed,1,48,one_year,bank_transfer,1,0,60.66,2868.56,3,0,0,0,0,0,0,1,1,5.0,0.0,2,0,0.0,3,555.0,0
CUST0000000044,2021_12_04_12_53_58_200222,30,female,48265.75,college,married,0,26,one_year,electronic_check,0,0,86.07,2024.14,2,1,1,1,1,1,1,1,0,7.0,2.0,6,1,63.98,58,535.0,0
CUST0000000045,2024_02_12_12_53_58_200228,50,female,31257.14,college,single,1,23,one_year,credit_card,1,0,69.51,1634.8746688910685,2,1,1,1,1,0,0,0,1,8.0,2.0,2,0,109.51,59,723.0,1
CUST0000000046,2023_05_12_12_53_58_200234,35,male,20000.0,bachelor,married,1,7,one_year,mailed_check,1,0,93.04,667.36,2,1,1,0,0,0,0,0,0,5.0,1.0,3,0,21.9,123,614.0,0
CUST0000000047,2021_01_31_12_53_58_200239,47,female,30347.14,college,single,1,54,one_year,credit_card,1,1,115.93,5894.7,3,1,1,0,0,1,1,1,0,8.0,0.0,0,0,36.13,5,804.0,0
CUST0000000048,2025_07_06_12_53_58_200245,30,female,68453.0,college,single,1,5,two_year,credit_card,0,0,49.85,232.55,1,1,0,0,0,0,0,1,0,7.0,0.0,2,1,0.0,8,631.0,0
CUST0000000049,2023_05_30_12_53_58_200250,43,male,56563.38,master,married,1,12,one_year,credit_card,0,1,50.08,393.64,3,1,0,0,0,0,1,0,1,6.0,0.0,1,0,0.0,8,628.0,1
CUST0000000050,2024_02_25_12_53_58_200256,24,male,61571.35,master,married,1,72,two_year,electronic_check,1,0,59.05,4544.76,3,1,1,1,0,0,1,1,0,9.0,0.0,0,0,,21,732.0,0
CUST0000000051,2023_05_30_12_53_58_200262,42,female,84774.62,college,divorced,0,31,two_year,mailed_check,1,1,70.6,2337.15,2,1,1,1,1,0,0,1,1,9.0,0.0,1,0,63.38,75,682.0,0
CUST0000000052,2024_06_28_12_53_58_200267,20,male,63484.63,high_school,single,1,14,two_year,credit_card,1,0,107.73,1617.3,5,1,1,0,1,0,1,0,1,6.0,2.0,3,0,52.35,43,606.0,0
CUST0000000053,2021_09_04_12_53_58_200273,71,male,76814.13,phd,divorced,1,19,one_year,bank_transfer,1,0,69.78,933.1,1,1,1,0,1,0,0,1,1,7.0,0.0,0,1,65.99,28,689.0,1
CUST0000000054,2022_07_24_12_53_58_200279,47,male,82481.31,bachelor,married,0,12,one_year,credit_card,0,0,88.65,1048.52,2,1,1,0,0,0,1,1,0,9.0,0.0,0,0,113.41,33,,0
CUST0000000055,2023_10_03_12_53_58_200285,45,female,20000.0,high_school,single,0,31,two_year,credit_card,0,1,84.92,2796.65,5,1,0,0,0,0,0,1,1,4.0,2.0,4,0,0.0,61,767.0,0
CUST0000000056,2021_11_05_12_53_58_200291,55,male,37644.27,college,married,0,12,two_year,mailed_check,0,0,97.35,1224.84,4,1,1,0,0,1,1,1,0,8.0,3.0,3,0,137.62,61,803.0,0
CUST0000000057,2022_11_14_12_53_58_200296,25,female,31163.78,bachelor,single,1,26,one_year,electronic_check,1,0,30.04,785.52,2,1,0,0,0,0,0,1,0,4.0,0.0,2,0,0.0,17,609.0,1
CUST0000000058,2021_11_25_12_53_58_200303,33,female,35493.23,high_school,married,0,29,two_year,credit_card,1,0,108.25,3160.47,4,1,1,1,1,0,1,0,1,8.0,0.0,1,0,,7,769.0,0
CUST0000000059,2024_04_05_12_53_58_200308,52,female,102168.87,high_school,married,1,22,one_year,mailed_check,0,1,100.78,2043.05,3,1,1,0,1,0,0,1,0,9.0,0.0,0,0,35.97,149,770.0,0
CUST0000000060,2025_12_22_12_53_58_200314,47,female,30591.07,bachelor,married,2,18,one_year,credit_card,1,1,89.59,1500.33,2,1,1,1,0,0,0,0,1,8.0,1.0,1,0,58.45,46,719.0,0
CUST0000000061,2023_09_24_12_53_58_200320,34,female,73107.59,phd,single,1,5,one_year,mailed_check,1,0,97.89,467.32,2,1,1,0,1,0,1,1,1,8.0,1.0,2,0,15.4,19,822.0,0
CUST0000000062,2025_07_29_12_53_58_200325,54,female,35451.73,college,single,0,5,two_year,mailed_check,1,1,96.57,444.82,6,1,1,1,0,1,1,1,1,6.0,1.0,5,0,26.62,13,621.0,0
CUST0000000063,2022_06_24_12_53_58_200331,49,female,45743.42,master,married,2,38,two_year,electronic_check,1,1,81.11,2876.63,3,1,1,1,1,1,0,1,0,5.0,1.0,5,2,117.64,129,807.0,0
CUST0000000064,2024_12_20_12_53_58_200336,52,female,101987.58,bachelor,married,0,8,two_year,credit_card,0,0,83.83,651.33,2,1,1,1,0,1,1,0,1,8.0,0.0,2,1,11.5,4,676.0,0
CUST0000000065,2024_05_21_12_53_58_200342,50,female,137042.93,bachelor,married,1,25,two_year,bank_transfer,0,0,69.75,1711.07,1,1,1,0,0,1,0,0,1,5.0,0.0,2,0,12.19,57,640.0,0
CUST0000000066,2025_03_02_12_53_58_200348,34,male,44602.25,master,married,0,8,two_year,electronic_check,1,0,58.32,490.19,1,1,1,0,0,0,1,1,1,4.0,0.0,3,1,18.37,202,756.0,0
CUST0000000067,2025_12_29_12_53_58_200354,43,female,51526.51,bachelor,single,0,3,two_year,electronic_check,1,0,70.76,213.9,4,1,1,1,1,1,0,1,0,4.0,0.0,1,0,16.65,3,771.0,0
CUST0000000068,2025_05_15_12_53_58_200360,18,female,88072.01,master,married,1,12,one_year,bank_transfer,0,0,61.53,775.49,1,0,0,0,0,0,0,1,1,3.0,0.0,0,1,0.0,102,662.0,0
CUST0000000069,2023_11_27_12_53_58_200365,37,male,47909.82,bachelor,married,1,8,one_year,mailed_check,1,0,66.73,499.42,3,1,0,0,0,0,0,1,1,9.0,1.0,3,1,0.0,43,697.0,1
CUST0000000070,2022_04_13_12_53_58_200371,41,male,34378.28,high_school,married,1,6,two_year,electronic_check,1,0,105.06,430.03,5,1,1,1,1,1,0,0,1,1.0,0.0,2,1,53.46,23,615.0,0
CUST0000000071,2024_06_26_12_53_58_200377,54,female,40544.9,high_school,married,0,21,two_year,electronic_check,1,0,57.31,806.16,1,1,0,0,0,0,0,1,0,2.0,0.0,1,0,0.0,185,625.0,0
CUST0000000072,2023_07_29_12_53_58_200382,52,female,56942.87,master,married,0,6,one_year,electronic_check,1,0,97.38,616.55,3,1,1,0,0,1,1,1,0,6.0,3.0,6,0,48.39,18,,1
CUST0000000073,2022_04_19_12_53_58_200388,33,female,38321.79,college,married,2,33,one_year,electronic_check,1,0,67.87,2120.85,2,1,1,0,1,0,0,1,1,4.0,0.0,2,1,31.02,1,544.0,0
CUST0000000074,2025_10_12_12_53_58_200393,33,male,24052.17,high_school,single,2,30,two_year,bank_transfer,1,0,90.9,2583.96,2,1,1,0,1,1,0,0,1,5.0,0.0,3,0,23.86,79,647.0,0
CUST0000000075,2022_03_23_12_53_58_200399,64,male,,college,divorced,0,28,one_year,mailed_check,0,0,80.42,2466.54,4,1,1,1,1,1,1,0,0,2.0,,2,0,44.33,15,668.0,0
CUST0000000076,2023_06_01_12_53_58_200404,40,female,58462.44,high_school,single,1,2,two_year,bank_transfer,1,0,85.59,180.23,3,1,1,1,0,0,0,1,0,1.0,0.0,1,2,18.6,28,684.0,0
CUST0000000077,2021_12_25_12_53_58_200410,46,female,31702.99,master,married,1,69,two_year,bank_transfer,1,1,88.83,6543.12,1,1,1,0,0,1,1,1,0,8.0,1.0,0,0,33.3,60,759.0,0
CUST0000000078,2022_01_21_12_53_58_200418,56,female,71206.74,phd,married,1,16,two_year,credit_card,1,1,88.86,1399.64,1,1,1,0,1,1,1,1,1,9.0,,3,0,57.38,5,,0
CUST0000000079,2024_08_21_12_53_58_200424,43,male,81901.91,bachelor,married,0,55,two_year,credit_card,1,1,52.23,3076.24,1,1,0,0,0,0,0,1,1,5.0,2.0,2,0,0.0,74,684.0,0
CUST0000000080,2023_11_28_12_53_58_200429,42,female,22912.4,bachelor,married,2,5,one_year,electronic_check,1,0,52.57,239.63,2,0,1,0,0,1,0,1,0,5.0,0.0,0,0,51.95,76,805.0,0
CUST0000000081,2025_12_08_12_53_58_200435,40,male,78345.65,master,married,0,21,one_year,credit_card,0,0,73.76,1400.45,2,1,1,1,1,0,0,0,0,6.0,0.0,1,2,162.06,29,626.0,0
CUST0000000082,2025_06_20_12_53_58_200440,37,female,77660.36,phd,single,0,72,two_year,credit_card,1,1,105.74,5528.49,4,1,1,0,0,0,1,0,1,2.0,0.0,0,0,128.16,47,508.0,0
CUST0000000083,2023_01_03_12_53_58_200446,47,female,20000.0,master,married,0,72,one_year,credit_card,0,0,110.1,7942.56,3,1,1,1,0,1,1,1,1,7.0,2.0,3,0,26.91,31,429.0,0
CUST0000000084,2021_09_09_12_53_58_200452,18,male,35079.19,high_school,married,0,1,two_year,credit_card,0,0,63.39,60.55,4,1,0,0,0,0,0,1,1,8.0,0.0,1,2,0.0,19,647.0,0
CUST0000000085,2022_03_02_12_53_58_200458,39,male,27850.68,high_school,divorced,0,15,two_year,electronic_check,1,0,104.84,1663.64,4,1,1,0,1,0,0,1,0,9.0,0.0,1,0,32.22,71,688.0,0
CUST0000000086,2023_03_23_12_53_58_200464,53,male,83697.95,college,married,1,8,one_year,electronic_check,1,0,116.97,1008.57,2,1,1,1,1,0,1,1,1,9.0,0.0,0,0,30.56,8,505.0,0
CUST0000000087,2023_03_27_12_53_58_200470,51,female,160553.31,bachelor,married,0,1,one_year,credit_card,1,0,143.36,149.52,6,1,1,0,1,0,0,1,1,8.0,1.0,1,0,183.45,63,627.0,1
CUST0000000088,2022_02_28_12_53_58_200475,66,female,74428.01,master,divorced,2,20,two_year,bank_transfer,1,1,34.95,751.4,1,0,0,0,0,0,0,1,0,7.0,0.0,2,0,0.0,21,697.0,0
CUST0000000089,2024_06_25_12_53_58_200481,57,female,133142.71,bachelor,single,1,1,two_year,credit_card,1,0,142.45,132.52,6,1,1,0,0,1,1,1,0,8.0,4.0,9,0,17.02,106,610.0,0
CUST0000000090,2022_12_09_12_53_58_200486,51,female,,bachelor,married,0,22,one_year,credit_card,0,0,99.94,1386.57,2,1,1,1,1,1,1,1,0,2.0,1.0,4,0,86.73,29,691.0,0
CUST0000000091,2021_02_11_12_53_58_200492,45,male,,master,married,1,48,one_year,credit_card,1,0,128.81,6431.69,6,0,1,0,1,0,1,0,0,7.0,0.0,0,0,40.42,92,550.0,0
CUST0000000092,2021_12_03_12_53_58_200497,38,female,25492.88,college,married,1,51,two_year,mailed_check,1,0,105.6,5469.14,2,1,1,1,0,1,0,0,1,7.0,0.0,3,1,13.02,30,607.0,0
CUST0000000093,2024_02_09_12_53_58_200509,52,female,80239.95,phd,divorced,0,72,one_year,electronic_check,1,1,74.08,5510.9,1,0,1,0,0,0,0,1,0,9.0,0.0,0,0,7.03,43,666.0,0
CUST0000000094,2024_12_06_12_53_58_200516,49,male,80602.35,bachelor,single,0,32,two_year,bank_transfer,1,0,94.21,2724.01,5,1,0,0,0,0,0,1,1,9.0,0.0,1,0,0.0,13,709.0,0
CUST0000000095,2024_01_13_12_53_58_200522,39,female,119969.06,college,divorced,3,4,one_year,credit_card,1,0,93.4,359.23,2,0,1,0,0,0,1,0,0,9.0,0.0,1,0,10.21,76,850.0,0
CUST0000000096,2021_09_15_12_53_58_200528,31,male,46651.77,master,married,2,13,two_year,bank_transfer,1,0,85.39,1077.2,2,1,1,0,1,0,1,1,0,9.0,1.0,6,0,54.13,110,635.0,0
CUST0000000097,2025_08_03_12_53_58_200533,44,male,45357.08,college,divorced,0,52,one_year,credit_card,1,0,86.76,4749.52,3,1,1,0,1,0,0,1,0,6.0,1.0,2,2,,16,589.0,0
CUST0000000098,2025_06_24_12_53_58_200539,62,female,44779.04,bachelor,single,1,7,one_year,mailed_check,1,0,113.23,755.76,6,1,1,0,1,0,1,0,1,7.0,0.0,1,1,74.27,25,712.0,0
CUST0000000099,2023_04_22_12_53_58_200545,46,male,29867.57,college,divorced,1,14,one_year,credit_card,1,0,105.65,1411.5,4,1,1,1,0,1,1,1,1,1.0,2.0,3,0,,93,728.0,0
CUST0000000100,2025_04_17_12_53_58_200550,45,male,34698.81,bachelor,single,1,23,one_year,bank_transfer,1,1,106.43,2228.8,3,1,1,0,1,0,0,1,1,8.0,0.0,0,0,78.08,30,554.0,0
CUST0000000101,2023_10_19_12_53_58_200556,51,male,20573.51,college,married,1,2,one_year,credit_card,1,1,93.27,202.91,2,1,1,0,1,0,1,1,0,2.0,0.0,2,0,19.43,87,626.0,0
CUST0000000102,2022_06_27_12_53_58_200562,52,female,60406.45,bachelor,married,0,16,two_year,bank_transfer,1,0,132.8,2136.2,4,1,1,0,1,0,0,1,0,9.0,2.0,3,0,53.15,19,646.0,0
CUST0000000103,2024_10_13_12_53_58_200567,48,female,40752.79,high_school,single,1,1,one_year,electronic_check,1,0,87.67,82.32,4,1,1,0,0,1,1,1,0,1.0,1.0,3,0,18.47,3,777.0,0
CUST0000000104,2021_12_18_12_53_58_200573,44,female,20000.0,bachelor,married,1,8,two_year,bank_transfer,1,0,109.04,867.59,3,1,1,0,0,0,0,0,1,2.0,0.0,0,0,30.79,51,662.0,1
CUST0000000105,2021_03_28_12_53_58_200578,37,female,96827.89,high_school,married,1,33,one_year,electronic_check,1,0,76.74,2725.52,1,1,1,0,0,1,1,1,1,8.0,1.0,2,0,10.35,2,651.0,0
CUST0000000106,2022_07_16_12_53_58_200584,60,male,27239.14,college,single,1,30,two_year,credit_card,0,0,122.56,2711.18,5,1,1,0,0,1,0,0,0,7.0,3.0,5,0,16.36,19,719.0,0
CUST0000000107,2023_04_01_12_53_58_200590,38,female,104207.43,high_school,single,0,68,one_year,mailed_check,0,0,110.55,3509.5330949970707,3,0,1,0,0,0,1,1,1,6.0,0.0,1,1,13.79,167,808.0,1
CUST0000000108,2021_04_22_12_53_58_200595,68,male,119606.25,college,single,0,36,two_year,electronic_check,1,0,114.55,4284.72,3,1,1,1,1,0,1,0,1,4.0,1.0,2,0,50.72,36,601.0,0
CUST0000000109,2025_03_22_12_53_58_200601,47,male,20000.0,phd,single,2,5,two_year,bank_transfer,1,0,80.98,398.2,4,1,1,1,1,0,1,1,1,7.0,0.0,2,3,69.31,22,636.0,0
CUST0000000110,2021_03_30_12_53_58_200607,45,male,20000.0,high_school,married,0,56,one_year,mailed_check,1,1,54.31,2762.61,2,1,1,1,0,0,1,0,1,8.0,0.0,2,1,58.61,1,682.0,0
CUST0000000111,2024_01_23_12_53_58_200613,56,female,26812.03,college,married,0,19,one_year,mailed_check,1,1,64.42,1707.669014539632,2,1,1,1,0,1,1,1,1,5.0,1.0,2,0,41.03,68,850.0,0
CUST0000000112,2021_03_06_12_53_58_200618,35,male,58821.91,college,divorced,3,44,one_year,bank_transfer,1,1,117.18,5419.0,3,1,1,0,0,0,1,0,0,5.0,0.0,1,1,60.01,205,754.0,0
CUST0000000113,2025_02_08_12_53_58_200624,53,male,24733.51,bachelor,single,1,61,one_year,electronic_check,1,0,88.33,3708.06,2,1,1,0,0,1,0,1,0,4.0,1.0,1,0,38.09,14,850.0,0
CUST0000000114,2023_08_17_12_53_58_200629,46,female,40786.31,bachelor,married,2,42,one_year,credit_card,1,0,89.91,3877.54,5,0,1,0,1,1,1,0,1,6.0,0.0,0,2,79.83,43,646.0,0
CUST0000000115,2023_01_31_12_53_58_200635,51,female,26068.8,college,married,0,12,one_year,credit_card,1,0,34.87,394.82,1,1,1,0,1,1,0,0,1,3.0,2.0,3,0,13.41,29,744.0,0
CUST0000000116,2023_11_12_12_53_58_200640,34,male,25179.43,bachelor,married,0,21,two_year,mailed_check,1,0,86.62,1832.65,2,0,0,0,0,0,0,1,1,1.0,2.0,3,1,,63,524.0,0
CUST0000000117,2025_06_09_12_53_58_200646,34,male,29207.98,bachelor,single,1,13,two_year,bank_transfer,1,0,72.82,1029.65,2,1,1,1,1,0,1,1,0,5.0,3.0,5,0,22.31,46,560.0,0
CUST0000000118,2023_12_10_12_53_58_200652,18,male,43989.63,high_school,single,1,28,one_year,electronic_check,0,0,84.64,2289.35,2,0,1,0,1,1,0,1,0,3.0,0.0,1,0,25.31,31,800.0,1
CUST0000000119,2025_07_08_12_53_58_200657,38,male,139353.65,high_school,married,2,15,one_year,bank_transfer,1,0,96.37,1333.21,1,1,1,0,1,0,0,1,1,8.0,1.0,5,1,19.68,72,714.0,1
CUST0000000120,2024_12_28_12_53_58_200663,37,female,50636.57,master,divorced,1,3,one_year,bank_transfer,0,0,113.9,262.83,3,1,1,1,1,1,1,0,0,6.0,0.0,0,0,28.98,3,645.0,0
CUST0000000121,2024_09_06_12_53_58_200669,34,male,36224.01,college,widowed,0,24,one_year,electronic_check,1,0,111.09,2480.06,3,1,1,1,0,1,0,0,1,2.0,1.0,1,0,5.84,16,672.0,0
CUST0000000122,2023_02_12_12_53_58_200674,43,male,27144.71,high_school,divorced,1,5,one_year,electronic_check,0,1,142.44,530.19,6,1,1,0,0,1,1,1,1,9.0,2.0,2,0,39.89,16,778.0,0
CUST0000000123,2022_10_19_12_53_58_200680,45,male,40252.74,high_school,divorced,1,32,two_year,electronic_check,1,0,114.41,2307.73,5,1,1,0,1,1,1,1,1,7.0,0.0,2,3,116.1,4,659.0,0
CUST0000000124,2025_12_28_12_53_58_200686,52,male,78653.51,college,married,0,2,two_year,electronic_check,1,0,114.27,226.96,3,1,1,1,1,0,1,0,1,4.0,0.0,1,0,23.04,61,,0
CUST0000000125,2025_11_08_12_53_58_200693,53,female,67182.41,high_school,divorced,1,1,two_year,mailed_check,1,0,91.59,68.85,1,1,1,1,0,0,0,0,0,4.0,0.0,0,0,7.49,16,607.0,0
CUST0000000126,2024_08_09_12_53_58_200700,54,male,29891.6,college,single,0,9,two_year,credit_card,1,0,107.45,922.78,6,1,1,1,0,0,0,1,1,4.0,0.0,1,0,,42,745.0,0
CUST0000000127,2022_04_15_12_53_58_200707,55,male,30938.76,bachelor,widowed,2,72,one_year,credit_card,1,0,115.83,7654.41,3,1,1,0,0,0,0,0,0,8.0,0.0,2,0,103.04,78,567.0,0
